"","x"
"CLTB",19195.4387516312
"TCF25",19138.0684192605
"PDCD2",19133.108860927
"RSBN1L",19116.0356804861
"RBCK1",19086.4590583447
"MRFAP1",19067.930086327
"FLNA",19063.1236373089
"DDX46",19053.5761011646
"ARGLU1",19048.4651144292
"POLE4",19038.0296634499
"NENF",18982.1855268329
"DGCR6L",18979.7298581031
"EIF6",18979.1376457603
"RNF181",18967.2613608304
"SNRPD3",18945.2384222117
"NCL",18930.7111892133
"HMGA1",18915.2352825564
"NCBP2.AS2",18914.7962437261
"EIF4H",18910.0144521304
"HSD17B11",18905.4209848461
"SLC2A3",18901.8657027501
"NT5C",18890.9309788854
"CPNE1",18882.8691879664
"RNASEH2C",18845.4978649856
"ENY2",18842.0529665508
"NDUFB1",18834.6126009286
"TBCC",18824.0378914913
"REEP5",18823.1871419903
"HLA.DMB",18817.0259457473
"TAF1D",18800.7456013992
"PDLIM2",18799.9640318165
"CLNS1A",18784.3412075513
"PPIG",18760.4371326077
"CDKN2D",18747.7729931285
"SRRM1",18730.9236747555
"TTC39C",18717.9465925381
"CRBN",18692.8491786439
"SP110",18683.5669377948
"GGNBP2",18683.2440868208
"PPP2R1A",18678.9437826365
"C20orf24",18674.7967078425
"HIST1H1C",18671.8194821966
"HDDC2",18665.4723194632
"MGAT4A",18650.2584162543
"ARL6IP1",18622.168694333
"PDIA6",18597.2509295887
"PSMD7",18587.8320434776
"ANP32A",18587.6701300454
"APH1A",18587.148091867
"WHSC1L1",18579.5074928108
