"","x"
"CYP4V2",2202508.32182671
"NGRN",2201439.82680862
"ADSL",2201098.33957953
"BAG4",2196119.67747246
"MLLT11",2196104.14226981
"CPNE8",2192224.16266841
"PRR13",2189017.73263424
"FARSB",2188410.4614618
"CDV3",2187632.24306545
"CUEDC2",2187465.70372376
"UQCR11",2183543.61582931
"KARS",2170206.12152228
"ALDH9A1",2167525.10764971
"SELM",2165121.88195488
"SEPT2",2164195.62037768
"TIAL1",2163541.47192607
"HSPA9",2162862.53110582
"COPS5",2159387.15642253
"NTPCR",2158935.26573251
"CCDC12",2156481.72538176
"PRPF39",2153823.70318798
"GCH1",2152094.66688399
"YPEL5",2151816.76407154
"ZNF207",2148683.98939144
"STARD3NL",2147159.46362303
"PSENEN",2147065.80773898
"XRCC5",2146704.8077805
"MORN2",2146176.70870599
"CCNI",2141123.93685802
"MRFAP1",2139307.82538009
"NSA2",2135069.35428242
"ARL1",2134370.57555234
"NEAT1",2127702.95418559
"BNIP3L",2126991.31770585
"ACTL6A",2123844.94594271
"PTBP2",2123131.34331953
"PDZD11",2118825.07932149
"SEC31A",2117296.26264311
"PDCD10",2116551.32618435
"GPN1",2114165.13361215
"BLOC1S3",2113268.69589992
"SKIL",2111518.36108678
"YBX1",2111479.72216285
"RPP21",2109487.51871086
"LAMTOR2",2107477.32921216
"SYT4",2107153.22751079
"ERRFI1",2106071.29261142
"GRB2",2101488.37820331
"PCNA",2099009.69948036
"MRPL45",2097805.46991893
"TWF1",2096552.73713462
"TXNDC9",2094867.36190085
"METTL21B",2094829.56836512
"TMEM176A",2094181.93026485
