"","x"
"C12orf75__chr12",35292.0883830325
"KRT23__chr17",35230.3288192546
"SERPINB1__chr6",35197.6549490484
"ACTN4__chr19",35184.3340979139
"PNRC1__chr6",35178.4524761509
"SOD1__chr21",35163.8682078312
"ANXA3__chr4",35119.5237307661
"TMEM123__chr11",34957.3586451458
"COL12A1__chr6",34935.8342718552
"GADD45A__chr1",34896.5904723266
"NRP1__chr10",34893.6363622915
"MSN__chrX",34872.1524859476
"CADPS__chr3",34859.5909010891
"COL18A1__chr21",34819.1040566914
"TNS1__chr2",34787.8195048792
"GLUL__chr1",34772.2406613273
"TGOLN2__chr2",34703.6422109827
"CFC1__chr2",34701.163606461
"MYH10__chr17",34596.6067451328
"NAV1__chr1",34486.4929743206
"SLC12A7__chr5",34391.6568114427
"SEPT2__chr2",34362.7196056272
"HNRNPA2B1__chr7",34332.7612112502
"MLXIPL__chr7",34216.5089317168
"BNIP3__chr10",34134.6927163099
"MARCKSL1__chr1",34117.4253373899
"SLC38A4__chr12",34013.3392835151
"PECAM1__chr17",34001.562927013
"TTN__chr2",33996.1420032342
"PAK3__chrX",33993.3755548513
"CAV1__chr7",33912.8956990156
"RBM47__chr4",33848.6290233857
"ATF3__chr1",33799.5497240633
"EIF3A__chr10",33770.6380976351
"ITM2C__chr2",33769.9497839207
"C6orf48__chr6",33712.2816526163
"HSPB8__chr12",33662.772002232
"FAM129B__chr9",33570.7434120639
"RPL22__chr1",33551.7092290595
"IL6ST__chr5",33472.7774684544
"LGALS9__chr17",33422.4240166763
"MYO10__chr5",33406.6442871949
"NFIC__chr19",33399.6156393157
"EDN3__chr20",33383.0837082355
"GCNT3__chr15",33357.990154928
"YWHAE__chr17",33287.1012779137
"ANXA11__chr10",33272.0320313895
"TKT__chr3",33195.0698974946
"ZFP36L2__chr2",33157.4351995572
"COX7B__chrX",33153.0409925062
"LPP__chr3",33044.5229354717
"PCDH7__chr4",33029.5483302156
"PNMA2__chr8",32974.3490966607
"SULF1__chr8",32921.9783898319
"GULP1__chr2",32911.6720820328
"CELA2B__chr1",32905.1057021701
"FXYD6__chr11",32798.8942929071
"INA__chr10",32776.214426166
"STK24__chr13",32730.6921339292
"NGFR__chr17",32669.9229173497
"RPL36A.HNRNPH2__chrX",32632.373625346
"ANXA1__chr9",32627.4212538225
"KIAA1377__chr11",32592.505547864
"CRTAP__chr3",32591.5797667911
"HNRNPK__chr9",32501.4341120897
"RPS27L__chr15",32469.7324537231
"SERP1__chr3",32434.6297830902
"SRGN__chr10",32434.0999757686
"RAN__chr12",32342.2860305555
"ETS1__chr11",32291.9079213105
"EMC10__chr19",32245.3521538322
"DDX17__chr22",32209.2025369741
"DHRS2__chr14",32174.9877920241
"ARL4C__chr2",32144.0993674485
"CLDN7__chr17",32060.8742232909
"ADM__chr11",31987.255071748
"NR2F2__chr15",31936.2389704898
"GNAI2__chr3",31929.906870225
"SLC7A8__chr14",31726.188361451
"UBA52__chr19",31653.1094042452
"PARM1__chr4",31637.9666841665
"UBXN4__chr2",31519.4847272481
"FAU__chr11",31442.4076993519
"ABCC3__chr17",31400.8224103983
"CXADR__chr21",31372.8805792628
"RIN2__chr20",31295.595531772
"FAM105A__chr5",31232.4102590239
"DPP6__chr7",31204.9889952524
"BTG3__chr21",31147.8958279795
"ARL6IP5__chr3",31085.4757384161
"MOB1B__chr4",31069.9941039994
"S100A16__chr1",31002.9011842895
"TUBB2A__chr6",30979.5414546519
"CPM__chr12",30976.6001587183
"XRCC5__chr2",30936.3275237749
"TNFRSF11B__chr8",30832.2212104345
"ATP6V1B2__chr8",30823.1669107886
"PCP4__chr21",30818.0853440987
"C14orf132__chr14",30802.1713505888
"KIF1A__chr2",30797.9821269201
"SDCBP__chr8",30758.9881853845
"SDC2__chr8",30749.6258307831
"IRF2BP2__chr1",30646.428488674
"FMOD__chr1",30640.7227143697
"VPS13C__chr15",30626.7954509358
"RPL24__chr3",30614.424162005
"NAP1L1__chr12",30594.6976621876
"ZFP36__chr19",30460.8234278358
"PDLIM5__chr4",30456.6122984032
"GSE1__chr16",30267.7362657573
"FLNA__chrX",30260.4092226424
"APCDD1__chr18",30253.3317942772
"MSMO1__chr4",30200.747172165
"TMED10__chr14",30183.8328179473
"GLIS3__chr9",30173.5425356429
"NR5A2__chr1",30075.3400357784
"DDIT4__chr10",30062.2715120576
"MDK__chr11",30032.2200272199
"CEBPB__chr20",29988.3139860604
"LAPTM4A__chr2",29984.7948828037
"FNDC3B__chr3",29970.2470265417
"GOLGB1__chr3",29955.0737482859
"TMEM106B__chr7",29910.1120041675
"RPS15__chr19",29849.8214443946
"VAMP2__chr17",29759.4709009215
"RCAN1__chr21",29750.8450456944
"BTF3__chr5",29733.2547586476
"HEXB__chr5",29672.612598628
"EHF__chr11",29665.6363631
"ITGB5__chr3",29565.2304326758
"PAG1__chr8",29539.8715826426
"GSTO1__chr10",29519.096223237
"HLA.DQB1__chr6",29486.077945764
"PDE3B__chr11",29483.3425352673
"GCLM__chr1",29475.8228158951
"PPAP2B__chr1",29449.4316384351
"NBEA__chr13",29445.3504160812
"SLPI__chr20",29438.2558453562
"HIPK2__chr7",29357.6709636663
"PRUNE2__chr9",29340.9890765761
"ATP5G2__chr12",29277.417187226
"TPP1__chr11",29236.679235476
"RPL19P12__chr7",29207.4486961875
"MRC2__chr17",29207.0565113561
"GSN__chr9",29193.0912214926
"CNTN1__chr12",29177.5220693051
"WSB1__chr17",29164.821136539
"OAZ1__chr19",29162.7363573785
"NCAM1__chr11",29106.3230981404
"HNRNPA1__chr12",29070.1964420796
"BHLHE41__chr12",29064.4635290536
"ERCC.00171",29040.0034890815
"CLMN__chr14",28974.8653090783
"KLHDC5__chr12",28948.6452468573
"LMAN1__chr18",28940.2840636638
"DNAJB9__chr7",28916.0459372466
"TNS3__chr7",28905.3167454644
"SNX9__chr6",28878.7247169164
"MYO1D__chr17",28844.4781852751
"STX1A__chr7",28837.135213127
"GNG4__chr1",28781.1628735008
"SRP9__chr1",28723.8496501201
"LIMCH1__chr4",28695.8926680489
"PPP1CB__chr2",28583.8413911443
"ADAMTS9__chr3",28520.0031845329
"KIAA1522__chr1",28471.8747279298
"ITGA6__chr2",28399.4112000231
"CD36__chr7",28394.9964138527
"ESM1__chr5",28383.6757870616
"GNB1__chr1",28361.7298245286
"PHLDB2__chr3",28358.6848107325
"COX7A2__chr6",28344.5075668979
"CPD__chr17",28329.7628636278
"PODXL__chr7",28286.4954636587
"CYB5R3__chr22",28273.3105983458
"DYNLL1__chr12",28225.6602456841
"SLC38A1__chr12",28147.0167300794
"PPM1K__chr4",28135.1115489497
"TSPAN7__chrX",28129.9627779587
"PNISR__chr6",28125.0002955309
"LTBP1__chr2",28117.5121680074
"RUFY3__chr4",28077.9296114587
"ARF1__chr1",28003.1487303216
"ARPC1B__chr7",27946.4308145051
"PI15__chr8",27918.333920448
"CEBPD__chr8",27851.8449904718
"SPTSSA__chr14",27838.6609601534
"AMOTL2__chr3",27836.2572912501
"PDK3__chrX",27783.1329146736
"CYCS__chr7",27743.1432020944
"CERK__chr22",27741.5042052423
"LIMA1__chr12",27723.671400354
"TLN1__chr9",27651.1131106194
"FBN1__chr15",27600.1586064077
"LMO7__chr13",27583.5057308996
"VAPA__chr18",27451.2541278001
"GNG5__chr1",27432.5010135777
"MYRF__chr11",27323.2431911839
"C8orf4__chr8",27293.284120623
"RAB11A__chr15",27267.8861241989
"SON__chr21",27231.862991883
"CLIC4__chr1",27166.6310619051
"HMGN1__chr21",27160.1698699205
"BCYRN1__chrX",27137.1055724574
"AKAP7__chr6",27129.9378530344
"SSR3__chr3",27115.8490933407
"SLC9A3R1__chr17",27062.820295145
"SYNE1__chr6",27009.9647671916
"SEC62__chr3",27004.5957298719
"GNS__chr12",26981.3222433337
"SOX9__chr17",26942.7606581066
"SREBF1__chr17",26800.6313702703
"SPTAN1__chr9",26789.0957132211
"FGB__chr4",26768.1280689008
"PACSIN2__chr22",26739.6153294381
"FOXA2__chr20",26678.85838887
"LUC7L3__chr17",26663.9878452185
"SLC39A14__chr8",26651.1586889821
"CMIP__chr16",26649.1743211907
"F2R__chr5",26639.3684084104
"PPT1__chr1",26631.0129744473
"FBLIM1__chr1",26622.1470985264
"EIF4H__chr7",26616.6476239997
"CAPZB__chr1",26609.5967252178
"CPLX2__chr5",26541.0713001824
"ATP5L__chr11",26540.5042080428
"PJA2__chr5",26474.1388232167
"FDFT1__chr8",26455.5287824101
"LEPR__chr1",26445.913073067
"KCNMA1__chr10",26433.5562673162
"FAM46A__chr6",26428.3227713535
"GSTP1__chr11",26381.8489547414
"ESAM__chr11",26355.0176937827
"NOL4__chr18",26308.5322866975
"IDH1__chr2",26303.0275097648
"SSR1__chr6",26301.9403350574
