"","x"
"RPL27A",3183357.12403942
"EIF4EBP1",3181711.26069968
"USP22",3178025.31094304
"CBFB",3177624.40335109
"DCTN2",3172440.1764677
"RAP1B",3171144.46622481
"OS9",3170832.06213078
"YWHAH",3170382.16364213
"TIMM10",3167053.57623547
"SSR3",3166415.58059223
"RAB2A",3164522.63192264
"HPRT1",3163719.17462971
"PSMD4",3160351.94206263
"HAT1",3157449.48287821
"SLC22A17",3155373.48895574
"GNG5",3155309.99516948
"PRDX6",3154889.26433063
"DARS",3154389.1555349
"ALG5",3152172.02013223
"YBX1",3151476.40053562
"CCNG1",3143039.09668876
"EIF3D",3142339.23291075
"SON",3137883.10975664
"COA4",3137496.85672969
"LAPTM4B",3136747.64599605
"SPCS2",3133636.97032339
"BNIP3L",3133459.39928976
"MRPL47",3132143.18657412
"RPS29",3131352.19150783
"DCTN3",3129637.39878648
"FKBP9",3129275.51768878
"VCP",3128575.51072701
"DPP7",3126545.77951844
"ELL2",3116996.46184248
"PSMG3",3114719.41666072
"HNRNPC",3113630.11573948
"TMOD1",3112847.14152576
"SDC4",3112550.38291578
"REEP3",3104098.34955745
"APOH",3102906.68930446
"TIMM23",3099523.45547973
"POLR2L",3098927.0952024
"MYH9",3089688.91110219
"ALDH9A1",3086219.75260798
"CXCL2",3086113.99382487
"WARS",3082953.4795972
"PLIN2",3082360.70251074
"PSMD10",3080446.09123494
"C1D",3079805.67505343
"MAPK1IP1L",3078673.91897855
"SRPR",3076808.4822385
"RASD1",3070650.17860486
