"","Gene","effect.size","p.value","q.value"
"ENSG00000148248.SURF4","ENSG00000112855.HARS2",1.10815171745266,0.000106370020237154,0.00107698232498351
"ENSG00000120899.PTK2B","ENSG00000164342.TLR3",1.10814855410549,0.000269432377986889,0.00212237865338577
"ENSG00000095066.HOOK2","ENSG00000188279.FAM25C",1.1081432523821,0.000706575160171591,0.00439275356511245
"ENSG00000142875.PRKACB","ENSG00000164002.EXO5",1.10813772782879,0.00129855431474963,0.00715143134900412
"ENSG00000101266.CSNK2A1","ENSG00000106927.AMBP",1.10811222249661,0.00176814966833629,0.00914094606014197
"ENSG00000163319.MRPS18C","ENSG00000172878.METAP1D",1.10807203432959,3.76604845042096e-06,8.6564599786214e-05
"ENSG00000162300.ZFPL1","ENSG00000180872.DEFB112",1.10807175288479,0.000756028303540427,0.00464264238606601
"ENSG00000175792.RUVBL1","ENSG00000114978.MOB1A",1.10804968137729,3.32106559356126e-05,0.000464291305101319
"ENSG00000163219.ARHGAP25","ENSG00000152061.RABGAP1L",1.10804321223467,2.67360522343888e-06,6.61270647908055e-05
"ENSG00000214022.REPIN1","ENSG00000171201.SMR3B",1.10801844296843,2.77391888410201e-05,0.000405400985765311
"ENSG00000143851.PTPN7","ENSG00000232650.RP5.834N19.1",1.10801128096472,1.29254135472053e-06,3.64879637247404e-05
"ENSG00000131368.MRPS25","ENSG00000151779.NBAS",1.1079905145794,5.3857515959754e-05,0.000659546893710227
"ENSG00000197451.HNRNPAB","ENSG00000076201.PTPN23",1.10797230664196,0.00011787619122025,0.00115842505120899
"ENSG00000135090.TAOK3","ENSG00000236839.RP11.3P22.1",1.1079721178038,1.02930872765181e-05,0.000190422114615586
"ENSG00000197579.TOPORS","ENSG00000132846.ZBED3",1.10795231794776,0.00180320997594104,0.00927900785621296
"ENSG00000102760.RGCC","ENSG00000146834.MEPCE",1.10794583275014,2.29287418026929e-10,1.43719465477077e-08
"ENSG00000111679.PTPN6","ENSG00000233330.RP1.12G14.7",1.10793072937206,5.08558486729807e-12,3.89179998579778e-10
"ENSG00000164934.DCAF13","ENSG00000249911.RP11.122C5.1",1.10789235938188,0.000429848029719395,0.00299260292521121
"ENSG00000105619.TFPT","ENSG00000174775.HRAS",1.10788244853895,2.16882615662504e-05,0.000338468324442999
"ENSG00000141959.PFKL","ENSG00000134780.DAGLA",1.10788161741077,7.91603071308172e-07,2.43683304099793e-05
"ENSG00000132286.TIMM10B","ENSG00000168631.DPCR1",1.10786295403913,0.00136360467161415,0.00743660189399189
"ENSG00000170846.AC093323.3","ENSG00000238277.AC068483.1",1.10780619334836,0.000254028823650954,0.00203468652150859
"ENSG00000039650.PNKP","ENSG00000107949.BCCIP",1.1077911674662,0.00020999433986113,0.00175701362057579
"ENSG00000115233.PSMD14","ENSG00000196482.ESRRG",1.10777099310774,6.11962044091194e-06,0.000128283132564991
"ENSG00000088448.ANKRD10","ENSG00000243345.RP11.458K10.3",1.10776478167795,0.000113150184631045,0.00112706574393339
"ENSG00000182551.ADI1","ENSG00000160691.SHC1",1.10773151094592,4.87595886551403e-09,2.55954259455564e-07
"ENSG00000091527.CDV3","ENSG00000230968.AC084149.1",1.10773108497287,0.000108326304830177,0.00109214695160795
"ENSG00000182568.SATB1","ENSG00000163032.VSNL1",1.10772266483306,2.15110612069805e-05,0.000336312588467521
"ENSG00000137767.SQRDL","ENSG00000238269.PAGE2B",1.1077221261863,6.61134398729149e-06,0.000135779821825973
"ENSG00000012660.ELOVL5","ENSG00000159685.CHCHD6",1.10770735747185,1.41242624218122e-06,3.92901927660777e-05
"ENSG00000066654.THUMPD1","ENSG00000177243.DEFB103B",1.1076874278897,0.000138695602476027,0.00129045151620151
"ENSG00000185420.SMYD3","ENSG00000160678.S100A1",1.10768441039809,0.00135513322149357,0.00739887207322633
"ENSG00000158793.NIT1","ENSG00000156876.SASS6",1.10768139314435,0.00184834010642311,0.00945252837570917
"ENSG00000167766.ZNF83","ENSG00000177951.BET1L",1.10767226296576,0.000999959176995319,0.00580567401512669
"ENSG00000081059.TCF7","ENSG00000144713.RPL32",1.10767056615139,3.98814247968785e-11,2.70441476692e-09
"ENSG00000213614.HEXA","ENSG00000101811.CSTF2",1.1076592322402,2.24023099269621e-05,0.000345648595674706
"ENSG00000213339.QTRT1","ENSG00000198298.ZNF485",1.10764267109231,6.35142866229168e-05,0.000742520070580709
"ENSG00000159840.ZYX","ENSG00000035720.STAP1",1.10764125018942,8.92692344403743e-08,3.60386708106214e-06
"ENSG00000110031.LPXN","ENSG00000124615.MOCS1",1.10763591731718,2.33612725361752e-06,5.93532064235757e-05
"ENSG00000166557.TMED3","ENSG00000170935.NCBP2L",1.10759611219455,6.57138380244416e-07,2.08691417943101e-05
"ENSG00000115649.CNPPD1","ENSG00000272195.RP11.156E8.1",1.10758817737383,1.07906978068322e-05,0.000196199185791209
"ENSG00000060237.WNK1","ENSG00000146386.ABRACL",1.10757985460905,0.000471861040848992,0.00320545887107934
"ENSG00000153406.NMRAL1","ENSG00000102032.RENBP",1.10757364701673,5.89770306627311e-05,0.000703699010193075
"ENSG00000081307.UBA5","ENSG00000270462.RP11.342K6.3",1.10757173497867,0.00189172212231174,0.00961760006420761
"ENSG00000166333.ILK","ENSG00000228789.HCG22",1.10755842281153,7.6511857805387e-06,0.000151342362661229
"ENSG00000198015.MRPL42","ENSG00000122641.INHBA",1.10752606726747,0.00105092277265599,0.00605726964094369
"ENSG00000160284.SPATC1L","ENSG00000254964.RP11.831H9.3",1.10751784516399,0.000216322194563218,0.00179374213115845
"ENSG00000176731.C8orf59","ENSG00000272130.RP11.360I2.1",1.10749615277059,0.000186303869253012,0.00160055014815877
"ENSG00000130193.THEM6","ENSG00000062194.GPBP1",1.10745862506946,0.000854376973924329,0.00512276690941727
"ENSG00000119537.KDSR","ENSG00000260230.FRRS1L",1.10745643708471,0.000870028209471807,0.00519535804809943
"ENSG00000107960.OBFC1","ENSG00000230631.RP11.359N11.1",1.10744941934187,9.52942218500068e-06,0.000179785286866523
"ENSG00000162231.NXF1","ENSG00000112715.VEGFA",1.10742079491178,0.000296771811040319,0.00227656475820181
"ENSG00000103061.SLC7A6OS","ENSG00000253389.RP11.930P14.1",1.10740831399942,0.000977763004564426,0.00569938025450448
"ENSG00000061936.SFSWAP","ENSG00000254003.CTB.167B5.1",1.10739228809417,0.000311352361760259,0.00236613934826034
"ENSG00000100804.PSMB5","ENSG00000240790.AC073934.6",1.10737537572518,3.35791536410178e-06,7.93859519391555e-05
"ENSG00000135334.AKIRIN2","ENSG00000154928.EPHB1",1.10736758954209,3.42001596197329e-05,0.00047360758833867
"ENSG00000126226.PCID2","ENSG00000198898.CAPZA2",1.10735522667007,6.86293281172264e-06,0.000139268567334798
"ENSG00000144566.RAB5A","ENSG00000151379.MSGN1",1.10734952751545,0.000211250714826347,0.00176242660727498
"ENSG00000175606.TMEM70","ENSG00000251423.CTB.51A17.1",1.10731994723582,0.000507783702654536,0.00339621567359852
"ENSG00000123353.ORMDL2","ENSG00000106546.AHR",1.10731582182325,7.3795815446206e-06,0.000147552913255766
"ENSG00000134744.ZCCHC11","ENSG00000225828.FAM229A",1.10728436128316,0.000766427746657786,0.00468806635333326
"ENSG00000145022.TCTA","ENSG00000171055.FEZ2",1.10727122352967,0.000328077271218887,0.0024563899422695
"ENSG00000159720.ATP6V0D1","ENSG00000169499.PLEKHA2",1.10724950389226,1.31527493923774e-05,0.000229510659040066
"ENSG00000203497.PDCD4.AS1","ENSG00000272269.RP11.500C11.3",1.10724445302933,0.000701026968542197,0.00436538198874888
"ENSG00000105612.DNASE2","ENSG00000233665.RP11.523O18.5",1.10723268044744,3.02070683154522e-05,0.000433269717183156
"ENSG00000173821.RNF213","ENSG00000224958.PGM5.AS1",1.10722348856771,7.00469069982491e-08,2.92921142446187e-06
"ENSG00000106460.TMEM106B","ENSG00000073792.IGF2BP2",1.10721989306066,0.000536446128533688,0.00354314765310552
"ENSG00000113580.NR3C1","ENSG00000232490.OSBPL10.AS1",1.10721245583214,8.9373649113112e-05,0.000954604755521496
"ENSG00000204438.GPANK1","ENSG00000233280.CRYBG3",1.10718274081075,0.000720672362648878,0.00446582499846321
"ENSG00000196235.SUPT5H","ENSG00000165887.ANKRD2",1.10716471094652,0.000724770623826529,0.00448681745858566
"ENSG00000168488.ATXN2L","ENSG00000205883.DEFB135",1.107151607593,0.00153965442549023,0.0081950042116526
"ENSG00000130826.DKC1","ENSG00000249568.RP11.234O6.2",1.10715001838017,0.000461900774510847,0.00315449484952733
"ENSG00000185989.RASA3","ENSG00000083622.AC000111.6",1.10713828280956,1.26618621090705e-05,0.000223193138287084
"ENSG00000087157.PGS1","ENSG00000233434.BX649567.1",1.10711050004996,0.000763045947932747,0.00467368709027917
"ENSG00000230155.RP3.477O4.14","ENSG00000148341.SH3GLB2",1.10711050004996,0.00080049427674366,0.00485005355909394
"ENSG00000146834.MEPCE","ENSG00000248343.RP11.556G22.2",1.10709018439712,0.00157357169414818,0.00833826713904162
"ENSG00000078304.PPP2R5C","ENSG00000231846.RP11.494I9.2",1.10707498387522,3.92676323141499e-11,2.67230262052188e-09
"ENSG00000102096.PIM2","ENSG00000164038.SLC9B2",1.10707420836982,1.96325410966458e-08,9.1915987861569e-07
"ENSG00000172932.ANKRD13D","ENSG00000269966.RP3.331H24.5",1.10706321548483,0.00145629286473876,0.00783003965507817
"ENSG00000105341.ATP5SL","ENSG00000075891.PAX2",1.10703723242693,3.76626246626939e-05,0.000506108119145016
"ENSG00000108671.PSMD11","ENSG00000253926.RP11.26E5.1",1.10701173548505,0.000156970261625495,0.00142161042551037
"ENSG00000166669.ATF7IP2","ENSG00000160219.GAB3",1.10698850127235,1.45876363451383e-06,4.0402239906484e-05
"ENSG00000213015.ZNF580","ENSG00000180176.TH",1.10696205446868,1.92578443729566e-05,0.000309669387786235
"ENSG00000164031.DNAJB14","ENSG00000128652.HOXD3",1.10696183026706,0.000572765044538578,0.00372238674068302
"ENSG00000174780.SRP72","ENSG00000144283.PKP4",1.10695478539141,8.65081452446249e-08,3.5222493752913e-06
"ENSG00000124380.SNRNP27","ENSG00000260990.RP3.518E13.2",1.10693227887332,0.000273758550651514,0.00214581208665759
"ENSG00000147457.CHMP7","ENSG00000251139.RP11.701P16.2",1.10692089607677,5.51337401086391e-05,0.000670864251449629
"ENSG00000122783.C7orf49","ENSG00000251256.RP11.273B19.1",1.1069060964853,0.000596038354336803,0.00384348928659485
"ENSG00000083799.CYLD","ENSG00000253397.RP11.597M17.1",1.10686711076697,8.697489348358e-06,0.000166731045807809
"ENSG00000116044.NFE2L2","ENSG00000143786.CNIH3",1.10684382273007,0.000181668163905946,0.0015778562215913
"ENSG00000131652.THOC6","ENSG00000221867.MAGEA3",1.10676630872903,5.03618938788815e-05,0.000627629750073307
"ENSG00000128284.APOL3","ENSG00000129151.BBOX1",1.10676422669413,2.25643757690233e-05,0.000347586241130751
"ENSG00000141562.NARF","ENSG00000232749.RP11.15B24.4",1.10674565504084,1.86696604467222e-05,0.000301995229042692
"ENSG00000174231.PRPF8","ENSG00000254349.RP11.758M4.1",1.10672124383695,0.00013107119636927,0.00124442533473664
"ENSG00000139372.TDG","ENSG00000229459.AC023669.1",1.10671721597761,0.000369128408096996,0.00268622079336254
"ENSG00000165233.C9orf89","ENSG00000224032.EPB41L4A.AS1",1.10671584859007,1.80179021775402e-07,6.88038328643345e-06
"ENSG00000105248.CCDC94","ENSG00000136738.STAM",1.1067118659926,0.000326833266745263,0.00245075404809246
"ENSG00000178096.BOLA1","ENSG00000231485.RP4.535B20.1",1.10669067627771,0.000236500432730249,0.00192312337443266
"ENSG00000156411.C14orf2","ENSG00000198814.GK",1.10667136202047,8.36156961836336e-11,5.53228156520534e-09
"ENSG00000159110.IFNAR2","ENSG00000172381.OR6Q1",1.10659601000956,0.000144801829505593,0.0013303755357903
"ENSG00000168288.MMADHC","ENSG00000123684.LPGAT1",1.10657270749327,2.38076689358272e-06,6.02463654146331e-05
"ENSG00000122971.ACADS","ENSG00000175877.WBSCR28",1.10655951020413,0.00165383256481688,0.00866001086083694
"ENSG00000204564.C6orf136","ENSG00000272690.RP11.803B1.8",1.1065405069256,0.00127755792928293,0.00706643435195535
"ENSG00000126581.BECN1","ENSG00000187954.CYHR1",1.10652289287703,0.000440946994083379,0.00304981668684529
"ENSG00000177239.MAN1B1","ENSG00000261757.AC005592.3",1.10652265074091,0.00115836093874939,0.00654778038797677
"ENSG00000107099.DOCK8","ENSG00000197822.OCLN",1.10650790681613,0.000176932166578645,0.00154866441624074
"ENSG00000105518.TMEM205","ENSG00000229116.RP11.20J15.3",1.10650017088954,1.06721335254866e-05,0.000194414440084271
"ENSG00000138668.HNRNPD","ENSG00000204335.SP5",1.10649330280703,1.13628787633132e-06,3.25593465917191e-05
"ENSG00000116120.FARSB","ENSG00000162711.NLRP3",1.10647147924377,0.00162456950688761,0.00852552243286791
"ENSG00000157045.NTAN1","ENSG00000237647.ERICH1.AS1",1.10647125442927,1.81264373364785e-05,0.000294709269152387
"ENSG00000157349.DDX19B","ENSG00000255366.RP11.1134I14.8",1.10642422775039,0.000187832969300937,0.00160788734502666
"ENSG00000076641.PAG1","ENSG00000215196.AC091878.1",1.1064119040516,0.000445495272458478,0.00307049615973653
"ENSG00000122483.CCDC18","ENSG00000229444.RP11.184I16.4",1.10638356571737,0.00159566488827661,0.00841830353620925
"ENSG00000105821.DNAJC2","ENSG00000261761.RP11.103J17.2",1.10636809649458,1.4363218716411e-05,0.000246790922129136
"ENSG00000134287.ARF3","ENSG00000106268.NUDT1",1.10634350993753,6.81511294796888e-05,0.000784099848944587
"ENSG00000070761.C16orf80","ENSG00000254194.RP1.273G13.3",1.10632725122914,0.000375445478536248,0.00271808408856609
"ENSG00000091592.NLRP1","ENSG00000176566.DCAF4L2",1.1063059421292,0.000602725584370596,0.00387742606690807
"ENSG00000099917.MED15","ENSG00000170683.OR10A3",1.1062899840511,0.000188386617563114,0.00161117908333264
"ENSG00000123472.ATPAF1","ENSG00000168528.SERINC2",1.10628151685267,0.000262896382259548,0.00208294825944103
"ENSG00000138073.PREB","ENSG00000179639.FCER1A",1.1062805967129,0.000225605306054422,0.00185137994794784
"ENSG00000111530.CAND1","ENSG00000122574.WIPF3",1.10624809897199,8.29546407833848e-07,2.53412955061107e-05
"ENSG00000128989.ARPP19","ENSG00000169083.AR",1.10621275098443,0.000102976488493105,0.00105520696964882
"ENSG00000174953.DHX36","ENSG00000144015.TRIM43",1.10619822521171,4.4169517346849e-06,9.84386143911354e-05
"ENSG00000178381.ZFAND2A","ENSG00000242539.AC007620.3",1.10618590527986,7.68441071792039e-05,0.000855294662558254
"ENSG00000115652.UXS1","ENSG00000143851.PTPN7",1.10618567621316,1.75103965805497e-05,0.000288135239069408
"ENSG00000183527.PSMG1","ENSG00000149534.MS4A2",1.10616135451848,0.000770632165682297,0.00470465121299376
"ENSG00000116691.MIIP","ENSG00000237365.RP11.334N17.1",1.10615169984191,7.91808274752421e-05,0.000870623581962342
"ENSG00000184277.TM2D3","ENSG00000076770.MBNL3",1.10612275354331,0.000560763005336858,0.00365972142516166
"ENSG00000123595.RAB9A","ENSG00000251059.RP11.100N20.1",1.10612081532265,0.000332353866552679,0.00248386282099635
"ENSG00000118564.FBXL5","ENSG00000197927.C2orf27A",1.10610895497165,0.00130625254089622,0.00718759519687482
"ENSG00000128891.C15orf57","ENSG00000068400.GRIPAP1",1.1061086474027,4.97931868588448e-05,0.000622578199209506
"ENSG00000125107.CNOT1","ENSG00000253452.RP11.473J6.1",1.10603277307427,0.000247634493123191,0.00199605552726836
"ENSG00000147804.SLC39A4","ENSG00000229666.MAST4.AS1",1.10601502533748,0.00040269148739197,0.00285677077150186
"ENSG00000003756.RBM5","ENSG00000138061.CYP1B1",1.10601142343046,0.00140516756392416,0.00760882862477262
"ENSG00000164609.SLU7","ENSG00000157119.KLHL40",1.10599054800004,2.75237971796808e-07,9.82145983630744e-06
"ENSG00000164978.NUDT2","ENSG00000164300.SERINC5",1.10598739576312,4.9581075891264e-05,0.000621148850169648
"ENSG00000105176.URI1","ENSG00000233871.DLG5.AS1",1.10598215529484,0.000319465797275328,0.00240895162923679
"ENSG00000142186.SCYL1","ENSG00000112144.ICK",1.10597689978785,0.00176605087040642,0.00913714345250998
"ENSG00000239900.ADSL","ENSG00000166326.TRIM44",1.10596680193645,3.13535521642255e-07,1.1063739564617e-05
"ENSG00000198721.ECI2","ENSG00000114349.GNAT1",1.10596354567438,1.79539508443812e-05,0.000292654006278601
"ENSG00000254901.MEF2BNB","ENSG00000156026.MCU",1.10593777601192,0.000541015321294605,0.00356152767508572
"ENSG00000182180.MRPS16","ENSG00000184840.TMED9",1.10593722026747,2.48362331178076e-06,6.2270318692082e-05
"ENSG00000182108.DEXI","ENSG00000197932.F8A1",1.10593289351108,6.61536540381153e-05,0.00076769663684305
"ENSG00000086189.DIMT1","ENSG00000079263.SP140",1.10593067611725,0.000431272482703465,0.00299704491535906
"ENSG00000063241.ISOC2","ENSG00000130592.LSP1",1.10592155977586,6.02569492614333e-05,0.000713407681533676
"ENSG00000140367.UBE2Q2","ENSG00000172465.TCEAL1",1.10591349245572,0.000569623839611887,0.00370956331640619
"ENSG00000179335.CLK3","ENSG00000184905.TCEAL2",1.10590678098577,6.3516542379772e-05,0.000742520070580709
"ENSG00000109689.STIM2","ENSG00000121966.CXCR4",1.1058768107015,0.000944186806629034,0.00555464019768949
"ENSG00000163902.RPN1","ENSG00000188687.SLC4A5",1.10585310703934,0.000391763465097043,0.00280219700729135
"ENSG00000100351.GRAP2","ENSG00000149090.PAMR1",1.10575987945884,8.19589025839791e-06,0.000159035324718709
"ENSG00000068394.GPKOW","ENSG00000251170.RP11.729M20.1",1.10572171248306,0.000776171227472468,0.00472795187590614
"ENSG00000153147.SMARCA5","ENSG00000234919.AC064834.3",1.10571706111047,0.000123489712848135,0.00119872464509486
"ENSG00000112245.PTP4A1","ENSG00000179348.GATA2",1.10567583129544,6.85520269287479e-05,0.000786429183098911
"ENSG00000061273.HDAC7","ENSG00000257607.RP11.449P15.1",1.10566725721956,0.000661404827762177,0.00416906020278143
"ENSG00000109046.WSB1","ENSG00000245330.KB.1471A8.1",1.10566648254294,4.67269661133574e-06,0.000103043769416253
"ENSG00000153250.RBMS1","ENSG00000136636.KCTD3",1.10564160071928,3.65796305626707e-05,0.000494343872604035
"ENSG00000149089.APIP","ENSG00000213588.ZBTB9",1.1056197640599,0.000951120165422215,0.00558852752146787
"ENSG00000114021.NIT2","ENSG00000237651.C2orf74",1.10559527243965,6.71316284514184e-05,0.00077526859402532
"ENSG00000101150.TPD52L2","ENSG00000234182.RP11.118K6.2",1.10559411518147,0.000421402720152524,0.00294997385470475
"ENSG00000171792.RHNO1","ENSG00000233138.RP1.67K17.3",1.10556721369497,0.000209799108598077,0.00175646837185253
"ENSG00000170473.WIBG","ENSG00000226598.AC017060.1",1.10555387450385,1.46481588610553e-06,4.04719151999753e-05
"ENSG00000185338.SOCS1","ENSG00000185515.BRCC3",1.1055148878256,0.000575777019572643,0.00373768942154992
"ENSG00000139842.CUL4A","ENSG00000227199.ST7.AS1",1.10551080339362,0.0016399470702513,0.00859438708020863
"ENSG00000115806.GORASP2","ENSG00000257551.HLA.AS1",1.10550502917383,0.000283513633719123,0.00220210652907766
"ENSG00000221978.CCNL2","ENSG00000187961.KLHL17",1.10549223337452,0.000160480005858723,0.00144583759415507
"ENSG00000170248.PDCD6IP","ENSG00000235497.AC012506.4",1.10547963067528,0.000871318290451391,0.00519980270108088
"ENSG00000111897.SERINC1","ENSG00000169903.TM4SF4",1.1054784525044,0.00077247911936757,0.00471177644671865
"ENSG00000016864.GLT8D1","ENSG00000259439.RP11.89K21.1",1.10545264369592,0.000470844210844619,0.00320115541399461
"ENSG00000158417.EIF5B","ENSG00000118197.DDX59",1.10542001488083,6.74410967067233e-11,4.52496513291061e-09
"ENSG00000213337.ANKRD39","ENSG00000080910.CFHR2",1.10537421738178,9.18199506422231e-05,0.000973097419069834
"ENSG00000119487.MAPKAP1","ENSG00000248245.CTB.49A3.2",1.10532918949591,0.00125353502565995,0.00695779490648129
"ENSG00000141543.EIF4A3","ENSG00000228537.AL353608.1",1.10531428980195,0.000119368816192427,0.00116736339058208
"ENSG00000168918.INPP5D","ENSG00000185220.PGBD2",1.10521467088824,0.000893316840108254,0.00530285121129682
"ENSG00000115947.ORC4","ENSG00000170385.SLC30A1",1.10515944871223,0.0014008319771304,0.0075918240398805
"ENSG00000189050.RNFT1","ENSG00000086065.CHMP5",1.10515944871223,0.00138765983500477,0.00753329292194185
"ENSG00000130816.DNMT1","ENSG00000189180.ZNF33A",1.10514667926467,6.93189061853401e-06,0.000140518272059751
"ENSG00000117395.EBNA1BP2","ENSG00000181773.GPR3",1.1051256617174,1.04193728880706e-05,0.00019219859669137
"ENSG00000149313.AASDHPPT","ENSG00000146360.GPR6",1.10511728057676,0.000477182253930333,0.00323353764176476
"ENSG00000170004.CHD3","ENSG00000164938.TP53INP1",1.10511522568005,0.0011220081345382,0.00638572775269476
"ENSG00000066136.NFYC","ENSG00000225891.RP3.476K8.3",1.10509175805539,0.000450368960606592,0.00309827006913362
"ENSG00000168264.IRF2BP2","ENSG00000185966.LCE3E",1.10508802984481,9.71229831344108e-06,0.000182332851588788
"ENSG00000168056.LTBP3","ENSG00000112146.FBXO9",1.10507524357675,0.00103146586388022,0.00596131890236508
"ENSG00000196352.CD55","ENSG00000121848.RNF115",1.10507091969039,8.43578781877788e-07,2.55961682940784e-05
"ENSG00000183258.DDX41","ENSG00000206549.PRSS50",1.10505529058592,0.000924320010375006,0.00545629423720438
"ENSG00000198839.ZNF277","ENSG00000250893.RP11.588L15.2",1.10499658713384,0.000418337881223095,0.00293809610294087
"ENSG00000031823.RANBP3","ENSG00000120549.KIAA1217",1.10494866195927,0.00152963027047831,0.00815531751649812
"ENSG00000136271.DDX56","ENSG00000235126.AC128709.3",1.10493865650528,0.000960799730871803,0.00562458951513432
"ENSG00000100442.FKBP3","ENSG00000122778.KIAA1549",1.10492872880482,3.60835309483981e-07,1.2433484307807e-05
"ENSG00000091947.TMEM101","ENSG00000227518.MIR1302.9",1.10491561948693,0.000162913818499374,0.00146265585589795
"ENSG00000106290.TAF6","ENSG00000118579.MED28",1.10490543338121,0.000243881245670704,0.00197331513216784
"ENSG00000109107.ALDOC","ENSG00000259631.RP11.557C18.4",1.10489348083809,0.000210048650100847,0.00175701362057579
"ENSG00000101294.HM13","ENSG00000160404.TOR2A",1.10489148899025,1.1635960052975e-06,3.32917745960117e-05
"ENSG00000177479.ARIH2","ENSG00000230046.BIRC6.AS1",1.10489003548327,0.00151122638937963,0.00807753684421566
"ENSG00000165609.NUDT5","ENSG00000256235.SMIM3",1.1048833709195,2.20103807728323e-07,8.09667578429187e-06
"ENSG00000168300.PCMTD1","ENSG00000231291.RP11.445O3.1",1.10486706766958,0.000640049743010367,0.00406673819708654
"ENSG00000148690.FRA10AC1","ENSG00000124570.SERPINB6",1.10486669025894,0.000120793260691623,0.00117734812403011
"ENSG00000132153.DHX30","ENSG00000119801.YPEL5",1.10486291727944,0.00157719456841296,0.0083504980553234
"ENSG00000105671.DDX49","ENSG00000122863.CHST3",1.10480161005123,0.000931418874607641,0.00548969584152446
"ENSG00000108591.DRG2","ENSG00000253420.RP11.642D21.2",1.10477937838665,6.3806264080323e-05,0.000744536657716201
"ENSG00000131148.EMC8","ENSG00000270673.YTHDF3.AS1",1.10476081893662,0.000236567892399378,0.00192312337443266
"ENSG00000132182.NUP210","ENSG00000196208.GREB1",1.10475919284009,0.000592008778890076,0.0038226795261777
"ENSG00000106105.GARS","ENSG00000178732.GP5",1.10474465177941,0.000127263444253124,0.00121859544233331
"ENSG00000136758.YME1L1","ENSG00000145860.RNF145",1.10474342622577,1.4278252803178e-09,7.97865416904858e-08
"ENSG00000215699.SRSF10","ENSG00000184999.SLC22A10",1.10471719612722,0.00125839626457588,0.00697825749865765
"ENSG00000123146.CD97","ENSG00000177613.CSTF2T",1.10466962018347,5.92516648144924e-07,1.90716296121647e-05
"ENSG00000229807.XIST","ENSG00000164111.ANXA5",1.10466492683101,1.76116291640558e-05,0.000289197481812274
"ENSG00000169057.MECP2","ENSG00000109738.GLRB",1.10466459171794,0.000371183749880328,0.0026964949881699
"ENSG00000198464.ZNF480","ENSG00000203772.SPRN",1.10466216404185,0.000135182952195386,0.0012650689399775
"ENSG00000188242.CTD.2228K2.5","ENSG00000234308.AC093381.2",1.10463333004422,0.000801313142053107,0.00485347168525809
"ENSG00000198604.BAZ1A","ENSG00000122783.C7orf49",1.10461157905816,3.32803763412848e-09,1.78134149208759e-07
"ENSG00000103174.NAGPA","ENSG00000147403.RPL10",1.10460273743521,0.00193259411109444,0.00979924981024601
"ENSG00000105516.DBP","ENSG00000151923.TIAL1",1.10457612278222,0.000111514080346573,0.00111635123596466
"ENSG00000164040.PGRMC2","ENSG00000253559.OSGEPL1.AS1",1.10457202063192,0.000706155141985489,0.00439157514051354
"ENSG00000116580.GON4L","ENSG00000267272.LINC01140",1.1045649827089,0.000225140982388442,0.00184977476219932
"ENSG00000147155.EBP","ENSG00000249710.RP11.588P8.1",1.10455710073672,6.57419024010044e-07,2.08691417943101e-05
"ENSG00000094914.AAAS","ENSG00000122584.NXPH1",1.10454932817344,0.000811066527709494,0.00490319564895444
"ENSG00000203879.GDI1","ENSG00000249901.RP11.781M16.2",1.10453640389692,0.00025796551293988,0.00205670830504997
"ENSG00000160563.MED27","ENSG00000113068.PFDN1",1.10451690115088,0.00193570050773045,0.00980978009968186
"ENSG00000123297.TSFM","ENSG00000105997.HOXA3",1.10450567009723,0.00179951650892044,0.00927252219509976
"ENSG00000081870.HSPB11","ENSG00000184389.A3GALT2",1.10438372857402,2.3885334714998e-05,0.000363526400155181
"ENSG00000069974.RAB27A","ENSG00000090776.EFNB1",1.10438125354801,0.000884432550628948,0.00526322993511387
"ENSG00000165506.DNAAF2","ENSG00000059377.TBXAS1",1.10437200770949,0.000411717195896098,0.00290350524344935
"ENSG00000100227.POLDIP3","ENSG00000019485.PRDM11",1.10437010965755,0.000916444123701654,0.00541651450903692
"ENSG00000099785.MARCH2","ENSG00000229656.RP11.462L8.1",1.10434778623499,0.00107234319604248,0.00616023503183281
"ENSG00000136950.ARPC5L","ENSG00000164404.GDF9",1.10434581993936,1.68166621016081e-10,1.07171069012088e-08
"ENSG00000156304.SCAF4","ENSG00000149150.SLC43A1",1.10434236829129,0.000623376989029878,0.00397804706160895
"ENSG00000170776.AKAP13","ENSG00000230159.RP11.232D9.3",1.10433613273944,1.93801693017394e-05,0.000311111310905345
"ENSG00000056050.C4orf27","ENSG00000138380.CARF",1.10428185438192,0.000261989396229826,0.00207835468158174
"ENSG00000163512.AZI2","ENSG00000228950.AC023137.2",1.10426572064832,0.00161294223996122,0.00847383909083567
"ENSG00000137752.CASP1","ENSG00000112365.ZBTB24",1.10424717208339,1.52564163252675e-06,4.18891949680075e-05
"ENSG00000103429.BFAR","ENSG00000273402.RP5.855D21.2",1.10424641883878,2.75665392149263e-05,0.000404348147541547
"ENSG00000118260.CREB1","ENSG00000086619.ERO1LB",1.10423805073091,0.000682231846402137,0.00426366934509437
"ENSG00000213551.DNAJC9","ENSG00000272459.RP11.1277A3.3",1.10422639263914,1.96442145754681e-05,0.0003145550493576
"ENSG00000063322.MED29","ENSG00000171311.EXOSC1",1.10415510951261,0.000454934480389492,0.003117143661928
"ENSG00000138794.CASP6","ENSG00000271141.RP11.171I2.4",1.10415477708942,0.000722985972235555,0.00447870536441759
"ENSG00000213145.CRIP1","ENSG00000101955.SRPX",1.10413696455669,1.06247408625857e-18,1.21960504299139e-16
