"","Gene","effect.size","p.value","q.value"
"SEMA6A__chr5","SCARB2__chr4",4.70888857640835,1.61491634775139e-87,1.44638337155478e-85
"MXRA8__chr1","MSRB1__chr16",4.70778815411198,3.65432880634627e-14,7.1638491475448e-13
"NUPR1__chr16","NRBF2__chr10",4.7063612043786,1.94465553191138e-57,1.12385627651564e-55
"TGFB2__chr1","TBC1D3B__chr17",4.6974680947551,8.61067420898751e-22,2.27586742939085e-20
"SYNE2__chr14","STAT3__chr17",4.69484179569171,3.85981798926998e-121,5.28571306965392e-119
"PHGDH__chr1","PDLIM3__chr4",4.68290936766948,4.45661707350695e-68,3.0186791919403e-66
"PAG1__chr8","OR51V1__chr11",4.68153188963357,1.32166897310099e-22,3.6041703107738e-21
"ITGB3__chr17","IQCJ__chr3",4.67726156482486,1.56499879785627e-15,3.27523225713043e-14
"ADAMTS12__chr5","ADAM3A__chr8",4.67045282691019,1.04946537980449e-20,2.66212036879801e-19
"CBS__chr21","CASR__chr3",4.66467056633504,2.20378672262258e-76,1.74255905791303e-74
"PDPN__chr1","PCDHB13__chr5",4.64974487077023,0.000382074063617443,0.00368765865895937
"PTRF__chr17","PSG3__chr19",4.60229251648782,1.13035595995244e-44,5.26144505694119e-43
"SFRP5__chr10","SEC16B__chr1",4.59836385669555,2.83731725838639e-19,6.86550852099692e-18
"AADAC__chr3","AACS__chr12",4.5963316730616,2.35815432141267e-14,4.65181632213535e-13
"ATF3__chr1","ATAD1__chr10",4.59613439398225,3.87722524017546e-26,1.18371248124129e-24
"CSDA__chr12","CRISP3__chr6",4.58256337933766,3.61504453561366e-100,3.90383495051582e-98
"LDHA__chr11","KYNU__chr2",4.57673915674708,1.65537942922524e-108,2.03138704243497e-106
"SFN__chr1","SEC14L2__chr22",4.57126476623397,1.74632590528405e-07,2.29819407785919e-06
"TPM1__chr15","TMEM66__chr8",4.54759969340986,2.68695411033052e-66,1.79427769530128e-64
"AMBP__chr9","ALS2CL__chr3",4.53204809172463,6.17741961793375e-11,9.94653396404039e-10
"S100A11__chr1","RPP30__chr10",4.52937007632593,3.34944238564466e-83,2.82579295553182e-81
"GAD2__chr10","FUT8__chr14",4.52128758715208,2.85392866873665e-107,3.45727846037084e-105
"PRSS23__chr11","PRDM1__chr6",4.51041180612983,5.1161350129584e-94,4.95819074230194e-92
"ELF3__chr1","EIF2C3__chr1",4.48598752124769,1.73748277541871e-122,2.45036936491513e-120
"CES1__chr16","CEP135__chr4",4.47537966316774,2.95972148359805e-07,3.82315902918906e-06
"AMOTL2__chr3","AMICA1__chr11",4.47363779724907,3.20048482804931e-52,1.69895399664258e-50
"SLCO2B1__chr11","SLC2A13__chr12",4.47283494040343,0.00101980816511577,0.00919920510947869
"S100A10__chr1","RPP25__chr15",4.46553457466775,5.11846541998398e-65,3.38212445828172e-63
"S100A14__chr1","RPP40__chr6",4.45994951653408,3.56379654298352e-25,1.02979552093735e-23
"MET__chr7","MCTP1__chr5",4.45643027023373,1.578368359095e-82,1.32568912223011e-80
"DHRS2__chr14","DEPTOR__chr8",4.44146579537256,2.75196440730243e-64,1.7810487455206e-62
"KCTD12__chr13","KCNAB1__chr3",4.41320512161403,1.89018119485631e-120,2.55147458717103e-118
"C1R__chr12","C1GALT1__chr7",4.39426693406411,3.71387168210704e-30,1.26231559439674e-28
"SCNN1A__chr12","RXRG__chr1",4.38737062719412,3.36307811414434e-60,2.0435836077524e-58
"ARX__chrX","ARSD__chrX",4.37103013222151,6.45443447616779e-199,1.93612544016856e-196
"PLAUR__chr19","PHYH__chr10",4.37032768452058,1.42088196007434e-37,5.72533630735287e-36
"TGFBR3__chr1","TBC1D4__chr13",4.36742531718278,4.09806520589045e-58,2.39028506978141e-56
"PPAP2B__chr1","PMM1__chr22",4.3577930245213,4.14558783702576e-09,6.04967713854152e-08
"PBK__chr8","OXR1__chr8",4.35095555055477,0.00107121487939415,0.00963532545968146
"NES__chr1","NCAPH__chr2",4.35046639459963,3.36841174741679e-08,4.68749964673656e-07
"RASL12__chr15","RAB2A__chr8",4.3171175905744,9.96010911975088e-06,0.000114214892078308
"FHL2__chr2","FERMT1__chr20",4.31528133688558,1.28750809285912e-29,4.35265258297882e-28
"MELK__chr9","MBNL2__chr13",4.30711069979067,6.28588295626451e-05,0.000666240135207441
"FIBIN__chr11","FEZ1__chr11",4.3016040393669,4.53155484185464e-09,6.59763662568328e-08
"DACT1__chr14","CYP2G1P__chr19",4.29602823093612,2.0081936110651e-19,4.88427836060595e-18
"GPRC5B__chr16","GPR116__chr6",4.27805582317534,1.45151884016721e-75,1.11962461393795e-73
"NFKBIA__chr14","NDC80__chr18",4.27658831934822,2.60396919324879e-38,1.07444999593921e-36
"CCDC102B__chr18","CBWD1__chr9",4.26545193397729,1.37898255542941e-18,3.24129506623196e-17
"CLDN4__chr7","CKLF.CMTM1__chr16",4.26050087178626,3.48207585758427e-98,3.65579275314598e-96
"CLIC4__chr1","CLDN23__chr8",4.25702538322987,2.92500939294049e-72,2.14251269410036e-70
"PTPRB__chr12","PRSS55__chr8",4.24436209775871,4.41955429173474e-05,0.000475089516525615
"NUSAP1__chr15","NRBP2__chr8",4.24204184546808,3.09145193585028e-05,0.000339024038830262
"GLI2__chr2","GGTLC1__chr20",4.23585705266406,1.84469614144431e-14,3.66572741125285e-13
"UCA1__chr19","TTLL10__chr1",4.2351019052673,1.10228144841482e-15,2.33268922868346e-14
"HLA.DPA1__chr6","HID1__chr17",4.23390078183525,5.61415307104203e-08,7.68813512583712e-07
"CDC42EP1__chr22","CD84__chr1",4.22958419556042,4.26514276209356e-91,4.05038532251478e-89
"ITGA6__chr2","IPO7__chr11",4.22721844952716,1.49338148091292e-28,4.86584883211937e-27
"CYBRD1__chr2","CXCL16__chr17",4.22153182071392,2.68224505936096e-16,5.81296641419763e-15
"AKAP7__chr6","AKAP14__chrX",4.21920018703598,1.60879822609404e-52,8.66184298482197e-51
"PRKCDBP__chr11","PPM1E__chr17",4.21560462679109,9.87499227979714e-29,3.22310197070132e-27
"TPST2__chr22","TMEM91__chr19",4.21317454801733,1.53821699173806e-21,4.04300760916076e-20
"TK1__chr17","TEAD2__chr19",4.21053494753442,1.31297158699526e-05,0.000148667088382483
"GPX8__chr5","GPR153__chr1",4.21017194850712,5.10759287192934e-40,2.178855306856e-38
"TTN__chr2","TRIM55__chr8",4.20350841868577,1.29519795055653e-42,5.75921196932171e-41
"CXCL12__chr10","CTSH__chr15",4.18477907077799,2.00300307311303e-15,4.15052106093092e-14
"SOX9__chr17","SNORA16A__chr1",4.18315253551484,1.20662055206395e-55,6.74636544168771e-54
"KYNU__chr2","KLK15__chr19",4.17883990744762,9.94335233066798e-07,1.24032655013177e-05
"RASD1__chr17","RAB14__chr9",4.14526622931595,3.10870233126579e-42,1.37262281907152e-40
"GUCY1A2__chr11","GSPT1__chr16",4.1393221378998,7.09806703955639e-14,1.365980355535e-12
"MFGE8__chr15","MDK__chr11",4.13268762922557,2.04895982702471e-21,5.3556352435841e-20
"REST__chr4","RASGEF1C__chr5",4.12459976185023,1.77828391903523e-135,2.77735615718411e-133
"SPTBN1__chr2","SNX30__chr9",4.1192205589964,1.18278297372333e-79,9.63458303337218e-78
"CPM__chr12","COX14__chr12",4.10197090185843,1.06043159882463e-47,5.19171926284661e-46
"EPS8L3__chr1","EP400__chr12",4.09613150335779,9.47664429858041e-12,1.60618496820244e-10
"SLC7A2__chr8","SLC25A51__chr9",4.09384334096155,1.4157939819808e-73,1.05753654827957e-71
"PROM1__chr4","PPP1R37__chr19",4.08937965826553,4.55818511276049e-51,2.35356782133737e-49
"ADAM19__chr5","ADAM12__chr10",4.06636870441916,3.90440097727725e-12,6.80676841961121e-11
"NFKBIZ__chr3","NDNF__chr4",4.06283706768973,2.41517850014559e-95,2.42776826041231e-93
"IL22RA1__chr1","IGFBP1__chr7",4.06038758252655,5.66229764343416e-09,8.21859453652986e-08
"CEP55__chr10","CEND1__chr11",4.05723483245546,0.000135055146305941,0.00138035270680891
"NTN4__chr12","NOX5__chr15",4.04027076332829,2.93088386958179e-73,2.17207228891595e-71
"CDH5__chr16","CDC42EP5__chr19",4.02712551317879,8.47613357192057e-05,0.000883518876128819
"ADAM12__chr10","ADAL__chr15",4.02557671402036,4.73451881653343e-08,6.52610770203128e-07
"DLGAP5__chr14","DIRAS1__chr19",4.02284475755942,0.000279245258068843,0.00275570594620626
"SAMSN1__chr21","RPS6KB1__chr17",3.99350640100047,0.000316298349836469,0.00310353386044112
"GATA4__chr8","GADD45A__chr1",3.99288145571847,6.26450072319059e-20,1.5597698902089e-18
"TUBB6__chr18","TRIP10__chr19",3.99178442798903,3.20893976974353e-41,1.38770123040305e-39
"TMEM176B__chr7","TIAF1__chr17",3.99130323957185,1.14994236147651e-108,1.42036671550216e-106
"KLF5__chr13","KIAA1715__chr2",3.96812957688665,7.93718827318874e-60,4.77697401231595e-58
"FAM84A__chr2","FAM46A__chr6",3.9580282109131,9.70803481718372e-44,4.46380637409095e-42
"AKR7A3__chr1","AKR1B1__chr7",3.95497371937297,2.78369810265437e-11,4.58243264320229e-10
"PDGFB__chr22","PCDH11Y__chrY",3.9406874456204,1.69629853709762e-07,2.23391287484815e-06
"NRP1__chr10","NOC3L__chr10",3.93922979918406,1.82362718789773e-50,9.26422220346539e-49
"NOTCH2__chr1","NHLH2__chr1",3.93808894535388,1.57861535687659e-72,1.16080439744178e-70
"ENPP2__chr8","EMC6__chr17",3.93496542154688,1.13555376219478e-121,1.56640109474139e-119
"CCND1__chr11","CCKBR__chr11",3.93476248476392,3.83139221588635e-16,8.25606044422123e-15
"FEV__chr2","FBXO4__chr5",3.93388562824163,2.49009132618655e-86,2.1989600879567e-84
"EDN3__chr20","E2F6__chr2",3.92691407006459,1.73586397797108e-31,6.14313810031788e-30
"S100A16__chr1","RPPH1__chr14",3.91550586058883,3.32551231947882e-52,1.76037904239526e-50
"PRC1__chr15","POU5F1P3__chr12",3.91508671812346,6.69690537856985e-06,7.75954125347719e-05
"CTSD__chr11","CTAGE1__chr18",3.90597008683223,8.59390974530411e-09,1.23036141186937e-07
"AKAP12__chr6","AK2__chr1",3.90318118421593,4.66842337041465e-38,1.90960746437437e-36
"ARHGDIB__chr12","ARHGAP36__chrX",3.88721490165515,3.97339150404006e-15,8.12653167135813e-14
"GEM__chr8","GBAS__chr7",3.88435002321856,1.75652066340358e-43,8.03746428498812e-42
"LYPD1__chr2","LRRC37A__chr17",3.88255609609634,1.09882603303787e-37,4.44659836667015e-36
"PLIN2__chr9","PIM1__chr6",3.87122986988152,2.95827738513677e-22,7.95242190957536e-21
"PTPRE__chr10","PRUNE2__chr9",3.868674968874,1.55875452040119e-22,4.24457390872359e-21
"WWTR1__chr3","VPS45__chr1",3.86484163032724,8.77563298751297e-67,5.88091887227022e-65
"RGS2__chr1","RBM39__chr20",3.8638750532536,1.71100651504875e-37,6.87970236625348e-36
"CLMN__chr14","CLEC14A__chr14",3.8552793831509,4.35163759147476e-84,3.70438050467072e-82
"ERBB3__chr12","EPC1__chr10",3.84686750086418,1.35856667490209e-102,1.52822577513689e-100
"MUC6__chr11","MSANTD1__chr4",3.8454788830713,0.000806839112043637,0.00744150587574458
"IL18__chr11","IFT81__chr12",3.84537457298398,4.77443487978168e-13,8.77697182471928e-12
"KCNQ1__chr11","KBTBD12__chr3",3.83511712541699,2.948226674127e-69,2.04836719439897e-67
"ERO1LB__chr1","ERCC.00126",3.82026739599164,3.04399190418961e-52,1.62043264803874e-50
"ID2__chr2","HSPA13__chr21",3.80882697420575,2.44646560641304e-85,2.11110991004537e-83
"FAM159B__chr5","FAM115C__chr7",3.80429376124532,1.93509543574895e-28,6.26188930561364e-27
"PIK3AP1__chr10","PFDN1__chr5",3.78976146969557,2.38826727531167e-59,1.41484247551223e-57
"GIMAP7__chr7","GDI2__chr10",3.78032296217722,2.86741866656471e-06,3.43617488654025e-05
"PPARGC1A__chr4","PMS2L2__chr7",3.77617668898282,2.47777851795309e-30,8.48280044062999e-29
"AMY2B__chr1","AMOTL2__chr3",3.76878816936385,1.26022157571759e-05,0.000142951184501267
"FAM198B__chr4","FAM160B2__chr8",3.75728632260514,6.32777558104578e-25,1.81736022690886e-23
"PFKFB2__chr1","PCSK5__chr9",3.74188238842761,7.07156337913504e-51,3.6413734261279e-49
"HEG1__chr3","HAVCR2__chr5",3.73366495350015,3.24754757541467e-47,1.56962030895617e-45
"ARRDC4__chr15","ARPC5L__chr9",3.72772732265371,1.68186230967076e-47,8.21287698402018e-46
"IMPA2__chr18","IKZF3__chr17",3.72348399196229,3.85279162106991e-39,1.61441365975564e-37
"SORL1__chr11","SND1__chr7",3.7179601979654,1.03991698041725e-47,5.1045067781624e-46
"F3__chr1","EVPLL__chr17",3.71192822910556,2.59514456612372e-35,9.94787870397688e-34
"MALL__chr2","LTA__chr6",3.7049171789133,3.29492941053041e-25,9.56491182798827e-24
"TGFB1I1__chr16","TBC1D2__chr9",3.68822051008072,6.1846590964974e-23,1.70624361468041e-21
"SHCBP1__chr16","SERF1B__chr5",3.6573666611197,0.00025057048075266,0.002483104848067
"CDH6__chr5","CDC42SE1__chr1",3.65144033970412,8.24137056612705e-25,2.35977910543438e-23
"STMN2__chr8","SRD5A3__chr4",3.64626281495251,3.54034236508461e-86,3.111878605366e-84
"RFTN1__chr3","RAX2__chr19",3.64429831460952,6.28094227040764e-16,1.34272903875751e-14
"HOXB2__chr17","HMGB3__chrX",3.64011916326132,4.92007722715044e-26,1.49725635166971e-24
"CP__chr3","CPB2__chr13",3.6189192100221,0.00060249665614431,0.00566005131866104
"EBF1__chr5","DUSP9__chrX",3.61868443183089,4.19309021831818e-10,6.4266844238262e-09
"NNMT__chr11","NFATC2IP__chr16",3.61656780894226,2.57344883466211e-36,1.0110818311319e-34
"NOTCH4__chr6","NHLRC2__chr10",3.61088196920687,2.60078619506844e-05,0.000286921526645671
"RUNX1__chr21","RPL38__chr17",3.60761844097672,1.71599676243209e-18,4.02343757027811e-17
"ADM__chr11","ADIPOQ.AS1__chr3",3.60682384025034,1.89508265218466e-12,3.35330261806983e-11
"C2CD4A__chr15","C21orf58__chr21",3.60443679839578,3.1333571443348e-76,2.45702005450784e-74
"S1PR1__chr1","RPS15A__chr16",3.59789416549622,0.000457641129966413,0.00437455845933499
"HCLS1__chr3","H2BFM__chrX",3.59631426702547,5.57711921475172e-19,1.32908447566681e-17
"C6__chr5","C5orf15__chr5",3.59510184280018,7.76810574027181e-11,1.2440818837259e-09
"TXNRD1__chr12","TRPV2__chr17",3.58758675037492,2.65108997907604e-51,1.37638182485107e-49
"ABI3__chr17","ABI3BP__chr3",3.58094983857458,1.06537262561313e-07,1.42587902824625e-06
"TUBA1C__chr12","TRIM68__chr11",3.58006071048752,8.92451583845897e-69,6.11070653315933e-67
"LEPR__chr1","LAMP2__chrX",3.57064943676042,3.23846612845788e-33,1.18147746902697e-31
"NOTCH1__chr9","NHEJ1__chr2",3.57005309070812,2.20987003248262e-16,4.81130459376227e-15
"SULF2__chr20","SSR3__chr3",3.56814895943355,1.72069772293922e-25,5.07297122747354e-24
"ASF1B__chr19","ASB7__chr15",3.55959080847415,0.000193917204012471,0.0019492804901211
"ITGB8__chr7","IQSEC1__chr3",3.55895379851807,1.28054863082631e-08,1.81407856262036e-07
"TMPRSS2__chr21","TMEM14C__chr6",3.55549900814705,1.61744640650559e-62,1.02229104314858e-60
"PTGR1__chr9","PRR24__chr19",3.55477373684045,6.49921346458524e-20,1.6160807375491e-18
"F2R__chr5","EVI5__chr1",3.55041895309258,3.5604368925097e-21,9.21714197186964e-20
"ARL4C__chr2","ARL14__chr3",3.54475608816451,1.39891612356004e-52,7.57499051662969e-51
"DCDC2__chr6","DAPK2__chr15",3.53874093061477,3.64084584958198e-32,1.29820197859246e-30
"TNS1__chr2","TMEM229B__chr14",3.52631629804938,2.9032457756338e-63,1.86617478462339e-61
"DDIT4__chr10","DCDC2__chr6",3.52074809044992,8.43135459190265e-56,4.72806347411799e-54
"TNFSF10__chr3","TMEM190__chr19",3.51976908607972,1.61723195067554e-64,1.05752420082583e-62
"SYT1__chr12","STK33__chr11",3.51390423401154,1.11919754544648e-11,1.88676139284991e-10
"MIR7.3HG__chr19","MFAP1__chr15",3.51352065943022,1.30146376458352e-55,7.25518059678446e-54
"FLJ42709__chr5","FLG2__chr1",3.5131616368776,1.78149445504753e-13,3.35994832449981e-12
"MYL12A__chr18","MTBP__chr8",3.51198644198088,1.49180717110537e-69,1.04803613083826e-67
"OLFML2B__chr1","NTRK1__chr1",3.48569403105038,5.43144699007491e-06,6.37933407199724e-05
"P2RY6__chr11","OPRL1__chr20",3.4724391907701,0.000585425237930999,0.00552064178963075
"KITLG__chr12","KIAA1456__chr8",3.46954172589997,3.89090506537376e-35,1.48546108940269e-33
"OSMR__chr5","OCRL__chrX",3.46831460980694,1.56430349971616e-59,9.38482778972568e-58
"NEURL3__chr2","NCF2__chr1",3.46336986176981,7.70230752188395e-21,1.96302670413751e-19
"CEBPD__chr8","CDKN2AIPNL__chr5",3.46303389769341,2.19672863160691e-73,1.63440069606722e-71
"MARCKSL1__chr1","MAGOH2__chr17",3.45259898409996,6.37119104600906e-91,5.96053308848907e-89
"ADAMTS2__chr5","ADAMTS14__chr10",3.44292654132941,2.2381478144754e-25,6.5474485136155e-24
"TUBB3__chr16","TRIML2__chr4",3.43931643169702,1.82892805865274e-22,4.96596012247407e-21
"AGR2__chr7","AGPAT3__chr21",3.43245894772683,1.55056055690346e-05,0.000174315844166339
"TMEM204__chr16","TINAG__chr6",3.42303854111269,1.95623510573528e-13,3.67850059981943e-12
"RPH3A__chr12","RIPK3__chr14",3.4167662430547,6.62303810399063e-05,0.000699620872494215
"CENPE__chr4","CEACAM8__chr19",3.41269849926348,6.08525726590127e-06,7.11628662196796e-05
"SPNS2__chr17","SNRPD2P2__chr1",3.40412297211652,2.45647364533332e-35,9.43545507103842e-34
"PPP1R18__chr6","POLI__chr18",3.3878861528176,2.70862110927265e-47,1.31587459442248e-45
"TMSB10__chr2","TMEM155__chr4",3.3874778721965,7.34931031427412e-65,4.8392775720959e-63
"TNF__chr6","TMEM200A__chr6",3.38480632706567,1.73538964781208e-05,0.000194515976063777
"ASCL1__chr12","ASB2__chr14",3.37017816908272,0.000942094403902231,0.00855124882081862
"TXNIP__chr1","TRPM8__chr2",3.36724069214104,3.58316875093575e-66,2.38432123433746e-64
"BDKRB2__chr14","BCMO1__chr16",3.36628003146804,6.38394619826256e-07,8.04292101698439e-06
"MMRN2__chr10","MICU1__chr10",3.35811872323884,1.88653508102468e-05,0.000210458913584441
"HIC1__chr17","HEATR6__chr17",3.35710514644967,1.08737262024062e-15,2.30371836068467e-14
"LAMB1__chr7","KPNA6__chr1",3.35062140916169,1.70342614092734e-40,7.31621527528293e-39
"CABP7__chr22","C9orf96__chr9",3.34850829428221,5.13175050230555e-35,1.95130424532334e-33
"IFI27__chr14","HSPH1__chr13",3.34799321958847,4.54303298042987e-05,0.000487531159932786
"TRIM47__chr17","TNNI2__chr11",3.34652653825607,9.73660613544652e-63,6.19536642248041e-61
"TM4SF18__chr3","TESPA1__chr12",3.33596813585662,1.94907510965564e-07,2.55257251713599e-06
"ZC3H12A__chr1","WDR91__chr7",3.32453840574085,5.93152503176472e-42,2.5828101394076e-40
"NDRG2__chr14","NAALADL1__chr11",3.32026117285584,4.63252577879063e-32,1.64559158209747e-30
"TUBB2A__chr6","TRIM8__chr10",3.3152579809276,4.17716257180524e-57,2.37771139403541e-55
"INSM1__chr20","IL2RB__chr22",3.31362672062063,6.82061100190752e-77,5.41579439974992e-75
"LRG1__chr19","LOC728040__chr4",3.31356703971041,1.87395354087884e-26,5.78659706136084e-25
"PCSK1N__chrX","PARP12__chr7",3.30644387684527,5.88647358760945e-82,4.92223795834705e-80
"SLC12A2__chr5","SGCE__chr7",3.29856658135978,1.19431624175035e-34,4.50502761209544e-33
"GAP43__chr3","GABARAP__chr17",3.29734962593325,5.93892341497689e-08,8.09767494200816e-07
"LINC00152__chr2","LENG9__chr19",3.29411817559194,7.66263719494414e-12,1.30929943679977e-10
"RGS16__chr1","RBM26.AS1__chr13",3.29176109507424,1.26675125509202e-16,2.78361223473593e-15
"FRMD6__chr14","FOXA1__chr14",3.29031909893665,1.77475986947281e-14,3.53046442245234e-13
"CA2__chr8","C9orf37__chr9",3.28295417033426,3.78219103201517e-13,7.00057258795521e-12
"CCR1__chr3","CCNA2__chr4",3.27068370879753,0.000112290074298251,0.00115959443939254
"ITPRIP__chr10","IRGQ__chr19",3.26821210475833,4.20536342041601e-16,9.04129214095811e-15
"ENTPD3__chr3","EMILIN2__chr18",3.26575207362689,9.88350436772906e-30,3.34728432869792e-28
"RBPMS__chr8","RAET1E__chr6",3.25478702423668,1.45916089996019e-94,1.43620951497124e-92
"HBEGF__chr5","GVINP1__chr11",3.25354494095013,0.000273633193288692,0.00270314693505996
"FKBP10__chr17","FGD5__chr3",3.24296926899935,5.10781027267925e-14,9.92059594379163e-13
"CDKN2B__chr9","CDK15__chr2",3.23793707328273,1.79276266332105e-33,6.565819537101e-32
"CNIH2__chr11","CLTC__chr17",3.23096088513654,4.18788522358645e-95,4.18744206112892e-93
"KIAA1522__chr1","KDM5B__chr1",3.22943663172449,1.0138898591243e-86,9.03796724421279e-85
"CD36__chr7","CD164L2__chr1",3.22304396849698,2.29402479079519e-15,4.73797601054072e-14
"GJB1__chrX","GFI1B__chr9",3.22053353546523,2.94866818250536e-39,1.24106751253867e-37
"RND3__chr2","REXO1L1__chr8",3.21469824307463,1.3525154288034e-39,5.75671994899247e-38
"SMAD3__chr15","SLC35D1__chr1",3.21343027876641,7.04731375132622e-46,3.34623455458701e-44
"SYT8__chr11","STK4.AS1__chr20",3.20630416207295,6.57410889967933e-05,0.000695229490689088
"ISL1__chr5","INSR__chr19",3.20560904054948,1.28886851168115e-89,1.17666846056765e-87
"ATP8B1__chr18","ATP6V1D__chr14",3.20476126160151,1.64333499107018e-69,1.15021276523127e-67
"TRIB2__chr2","TNFRSF10D__chr8",3.20368895514616,1.63590895247338e-40,7.04223402821001e-39
"SRPX__chrX","SOX2.OT__chr3",3.19507223757523,1.64943453941944e-09,2.45055140927269e-08
"SLC38A4__chr12","SLC17A8__chr12",3.18885902423268,2.59533637143855e-109,3.22675439127932e-107
"SEMA3C__chr7","SCAMP1__chr5",3.17585732044612,0.00010168088350564,0.00105175989955642
"MTHFD2__chr2","MRPL46__chr15",3.16677956513089,7.16945768205821e-60,4.32870323564013e-58
"LAMC1__chr1","KRBA1__chr7",3.1595541995385,3.43901327863174e-55,1.90030622630359e-53
"KANK2__chr19","ITGB2.AS1__chr21",3.15343093241225,2.46424171035967e-23,6.88894080508536e-22
"STOM__chr9","SRF__chr6",3.14788760048883,5.66020537810559e-36,2.2054961079472e-34
"GTSE1__chr22","GSE1__chr16",3.14269749188088,0.000828985753639101,0.00759387919160045
"NEXN__chr1","NCKAP1__chr2",3.1405460676726,7.23061197729458e-27,2.2585802503622e-25
"FFAR4__chr10","FBXW12__chr3",3.13845181322022,1.1736697272699e-58,6.88820202048032e-57
"CX3CL1__chr16","CTSB__chr8",3.13169961830145,6.37062639906831e-14,1.22974563523588e-12
"IGFBP2__chr2","ID1__chr20",3.12718597717525,5.35314780484948e-34,1.98360367090285e-32
"ZCCHC24__chr10","WIPF1__chr2",3.12330487868916,2.21820243554031e-15,4.58638836179877e-14
"FAM107A__chr3","EYS__chr6",3.12247255889356,5.47534150261379e-15,1.11381058898165e-13
"HHEX__chr10","HDGF__chr1",3.12134367954513,1.06579964204293e-45,5.04799038479379e-44
"HHLA2__chr3","HDX__chrX",3.12066694952543,2.10995514121423e-30,7.23664832280699e-29
"FOXM1__chr12","FMNL3__chr12",3.11631197073763,0.000591268843389264,0.00557296688397522
"RHOC__chr1","RBPMS2__chr15",3.113503640749,2.7128245383477e-62,1.70889860418983e-60
"ALDH3A2__chr17","ALDH1A2__chr15",3.10779359966311,8.78708044464484e-57,4.98673412140835e-55
"LHFPL2__chr5","LASP1__chr17",3.10070390245939,1.63433736958611e-29,5.50547372735087e-28
"PPIC__chr5","PNMAL2__chr19",3.10065656017049,3.23298052881088e-57,1.85704759980146e-55
"PAPPA2__chr1","ORC4__chr2",3.08840998933899,4.03511248490183e-29,1.32849400243336e-27
"RND1__chr12","REV1__chr2",3.08204021041445,3.64782040486379e-07,4.67366169566888e-06
"OSR2__chr8","ODC1__chr2",3.07776700690113,0.00106258261370111,0.00956223153986834
"CD4__chr12","CD200R1__chr3",3.07053477210413,6.49484208733442e-05,0.000687616390848436
"LAMA3__chr18","KPNA3__chr13",3.06998638450387,0.000160726290810214,0.00162776283158168
"SULT1C2__chr2","SSTR2__chr17",3.0621244207471,4.31933055951604e-12,7.48182483168965e-11
"CEBPB__chr20","CDKN1C__chr11",3.05011312456074,7.36429961016915e-23,2.02282752954908e-21
"SHC4__chr15","SERBP1__chr1",3.04041085812413,4.36238105359995e-06,5.16866941385153e-05
"EPS8__chr12","EPAS1__chr2",3.03849381172981,7.03798914608998e-45,3.2921762099705e-43
"ICAM1__chr19","HSF5__chr17",3.03397653012039,2.21553386495438e-06,2.68736578818407e-05
"ANGPTL2__chr9","ANAPC2__chr9",3.02902529515743,1.45339543222572e-10,2.29076454363649e-09
"MYH9__chr22","MTAP__chr9",3.02063284692049,1.68464203026127e-38,6.98165901049946e-37
"EGR1__chr5","EFCAB10__chr7",3.01706536428325,9.42290165013182e-58,5.47919985797511e-56
"IFI16__chr1","HSPE1.MOB4__chr2",3.01458857739796,2.05218664141657e-29,6.86411029194519e-28
"GSTM5__chr1","GRIA1__chr5",3.00006403610885,5.6885459685649e-08,7.784369421719e-07
"HLA.DRB6__chr6","HILPDA__chr7",2.99813560059062,1.60767264221218e-05,0.000180521673158204
"NCOA7__chr6","N4BP2L1__chr13",2.99806747746489,1.43061105936153e-34,5.35360154451768e-33
"DAB2IP__chr9","CYP2C9__chr10",2.9970119805369,5.25509141046955e-61,3.23487679071835e-59
"PLCXD3__chr5","PIEZO2__chr18",2.98559950434953,4.67043122994857e-42,2.04139181995066e-40
"NCF2__chr1","MYOM2__chr8",2.9799230802715,3.77521591657731e-05,0.000408641740257627
"TPX2__chr20","TMIE__chr3",2.97411672366907,0.000355174979917101,0.00345272467616943
"TNFAIP3__chr6","TMEM175__chr4",2.97091234079202,6.46456797232152e-24,1.83159528547125e-22
"ADAMTS4__chr1","ADAMTS16__chr5",2.96740840908953,1.57269505249987e-08,2.22128483573562e-07
"HK1__chr10","HHIPL1__chr14",2.96051701930503,1.91075599771063e-43,8.72209344075735e-42
"KCNG1__chr20","JHDM1D__chr7",2.95328827349603,7.54453993114278e-13,1.36961302227412e-11
"MAP1B__chr5","LY6G6C__chr6",2.94505846575856,1.44562152081455e-40,6.23729577633641e-39
"RGS10__chr10","RBM20__chr10",2.94454453014642,1.04497447055845e-15,2.22136417824675e-14
"COL7A1__chr3","COG7__chr16",2.94434812068203,1.08054637562191e-06,1.34343193463835e-05
"CHAC1__chr15","CERS6__chr2",2.93913237016362,2.70390361923772e-17,6.10494272357878e-16
"BCHE__chr3","BCAR1__chr16",2.93521516658626,4.76996945574766e-24,1.35757353576385e-22
"CXADR__chr21","CTSF__chr11",2.92801636106902,1.32815217121773e-73,9.99976881739947e-72
"CD248__chr11","CCT4__chr2",2.9085463575027,1.02239779070003e-06,1.27281116262511e-05
"BICC1__chr10","BEX5__chrX",2.90137891700475,4.78313050044664e-17,1.06719716880095e-15
"PI3__chr20","PEA15__chr1",2.89222019507952,7.68613219535114e-05,0.000805615786066255
"THSD7A__chr7","TCEB1__chr8",2.89076444054436,3.97734606011257e-13,7.34022322695384e-12
